X,Y,OBJECTID,SPACE_,STATUS,DMS_LAT,DMS_Long,WHOLESTNAME,SideOfStreet,Block,GlobalID
1448349.540231,544834.377106011,3839,,Operational,35.232928663782,-80.8474885311056,W 5th St,North,520,d3c42380-eb84-4770-91f5-b675d4f2fca7
1451659.04648101,544094.118981004,3840,092,Operational,35.2310637469229,-80.8363616084921,Phifer Av,South,100,bfb2a89e-3be0-4bb5-adde-43232b0f9eb4
1448441.32960601,542873.332731009,3841,,Operational,35.2275459914488,-80.8470590128011,S Poplar St,East,200,3892bbaa-0329-495b-bf02-09313c9c563c
1451727.54710601,541766.397106007,3842,337,Operational,35.2246725137291,-80.8359880977452,E 6th St,North,500,4c4c3cfa-93fe-4904-b077-07b8ddfdfa00
1447797.96023101,542862.152106002,3843,2377,Pay Station,,,W Martin Luther King Jr Bv,North,400,31428446-23aa-4a50-8c14-3261c3c4d299
1451181.56398101,544033.849606007,3844,2025,Operational,,,N Tryon St,West,500,6dfd154c-770f-47db-a71d-aa1211160e0a
1450816.00648101,543732.661481008,3845,2035,Operational,,,N Tryon St,West,400,66523a2f-1d82-4583-8be9-260092ce2b11
1451096.70210601,544301.027106002,3846,2658,Operational,,,W 9th St,North,100,9efa677d-c46b-4b4b-9b61-704bb92acc35
1449393.35835601,542503.154606014,3847,052,Operational,,,S Tryon St,East,100,bafb7cfe-05b0-4cf3-9202-51de9f20c3b3
1452298.68960601,541153.267731011,3848,426,Operational,35.2230171312386,-80.8340380321374,E 6th St,North,700,da341276-bc42-48f3-b18c-83ea0a73e8dd
1449270.46898101,540770.078356013,3849,260,Operational,35.2218102944407,-80.8441522006899,S Brevard St,West,400,dd296f74-ddfc-482b-afa8-56151b12bfd4
1448490.05148101,542424.417731002,3850,2165,Pay Station,,,S Church,,,56d347a0-d748-4002-8717-5a204428ce67
1454523.12960601,537692.34648101,3851,,Operational,35.2136219472123,-80.8263777386898,Elizabeth Av,North,1600,7da9aab7-2dfd-481d-97c6-5690567db980
1449197.94023101,543232.172731012,3852,,Operational,35.2285704469968,-80.844548185624,W Trade St,North,200,d67b9c9c-461e-4c32-95c2-d27cf94f2fff
1448795.150856,544807.303356007,3853,,Operational,35.2328770632552,-80.8459948303979,W 6th St,South,600,da1307e8-fca2-421e-92b1-a4412291270a
1450733.14773101,540193.185856014,3854,475,Pay Station,35.2203000126132,-80.8392196654882,E 3rd St,South,600,f63174e7-03cb-4a75-845c-0c5faac818a1
1447765.19273101,541789.296481013,3855,2175,Operational,,,S Church,East,500,387938cc-1b21-4c09-baf3-f4f4891d04eb
1451129.231481,542377.952106014,3856,,Operational,35.2263221569335,-80.8380291201267,E 6th St,South,200,d855c593-da04-45d7-9796-b248a10d455a
1449998.45398101,539993.297731012,3857,511,Operational,35.2197134559935,-80.8416668069635,E Martin Luther King Jr Bv,South,600,f8a3ffbc-8eb2-46ee-84bf-a199da77ade9
1446683.63148101,545981.336481005,3858,2603,Operational,,,N Sycamore St,East,100,d10a35d7-4687-4ccc-893c-0fb843713c02
1451939.29710601,542942.572731003,3859,,Operational,,,N Brevard St,West,500,c300d7e3-f263-4c16-b817-7b2fbd7b975f
1447545.48398101,541605.37773101,3860,,Bagged,35.2240168411189,-80.8499792047147,S Church St,East,600,bcf041f7-2844-4099-baf1-462c538b9ce8
1448919.40773101,543674.340231001,3861,,Operational,35.2297709434274,-80.8455082567363,N Pine St,West,100,115b7a99-8d91-4d9b-956d-6d7d0b2d20bf
1449732.12898101,539972.647731006,3862,395,Operational,35.2196431479105,-80.8425571017166,S Davidson St,East,400,795f0e93-d1b9-4cd9-85ba-374e645921a2
1448388.39648101,540992.296481013,3863,,Operational,,,,,,f9a39270-3c36-454a-881f-e2a973946649
1450923.38085601,539978.522731006,3864,484,Pay Station,35.21971997192,-80.8385695044266,E 3rd St,South,600,9fa49f1e-4011-4721-96bd-6a74f277319b
1447033.013356,545363.765856013,3865,,Operational,35.2343155958535,-80.8519296555458,W Trade St,South,900,ff4edaab-f09c-4c79-ad75-b20ad17b2a02
1448814.53210601,543661.535231009,3866,,Operational,35.2297304082435,-80.8458585954408,W Trade St,North,400,c35981b6-c8db-4e8d-9b7b-68ec32baeb1c
1454318.745856,537897.120856002,3867,,Operational,35.2141741719464,-80.8270745240321,Elizabeth Av,North,1500,b92f4d9e-8a79-48d5-8176-4bc810b4fb75
1449412.510231,542519.995231003,3868,051,Operational,,,S Tryon St,East,100,a041713b-3a94-4987-94cf-9783dc3064a9
1448476.69085601,541761.73773101,3869,074,Pay Station,,,S Tryon St,East,400,ea75712a-1460-4f7e-b920-f23dd1be8dd1
1451598.75148101,540654.962106004,3870,459,Operational,35.2216126333343,-80.8363504538582,E Trade St,North,700,ab642f1b-8255-45aa-b099-3cfba2f730a7
1448809.51773101,542086.235231012,3871,2076,Pay Station,,,S Tryon St,West,300,2b957dce-b09c-4d25-8a87-50ba20a4c3fe
1448839.838356,544765.39398101,3872,,Operational,35.2327642132454,-80.8458425961786,W 6th St,South,600,fb6eda22-d985-4320-a365-8b975dc09e8f
1448231.89710601,542369.14398101,3873,2214,Pay Station,,,W Martin Luther King Jr Bv,North,200,11151600-e704-4095-afff-66d9697bb728
1451628.65960601,542691.754606009,3874,,Operational,,,N Brevard St,West,400,4acc0cdb-6333-4d64-8512-d647afabb74a
1450436.27148101,543415.040231004,3875,2051,Pay Station,,,N Tryon St,,300,1313a322-02f2-4176-a3ea-ea202fe21d7e
1449361.855231,542535.455231011,3876,2070,Pay Station,,,S Tryon St,West,100,e376435d-8d0b-410b-8524-33b5bcada00b
1450156.433356,543183.227106005,3877,2054,Pay Station,,,N Tryon St,West,200,69b8cac6-7608-417a-8c94-9f42f64fd224
1448159.27148101,542407.843981013,3878,2233,Operational,,,W Martin Luther King Jr Bv,South,200,08d866f7-e1ce-4ec3-bd3d-eba2cbc711aa
1454281.75273101,537935.008981004,3879,,Operational,35.2142763878051,-80.8272006928457,Elizabeth Av,North,1500,21cb74f0-c482-469a-afb9-7f786c39f87b
1451015.697731,542495.615231007,3880,,Operational,35.2266396246347,-80.8384165251955,E 6th St,South,200,aff90a8f-f77d-48d8-9520-7b4f7e6bf24c
1445564.89273101,537681.130856007,3881,,Operational,35.2131345885155,-80.856364267924,South Bv,West,1600,e0a6933f-ec1e-4671-9799-50115c8ab00c
1447890.793981,541356.670856014,3882,,Bagged,35.2233512701601,-80.848807639448,S Tryon St,West,600,2424da67-898c-42bd-be3d-4943e073549f
1450143.760856,540363.195231006,3883,387,Pay Station,35.2207370437917,-80.8412033320613,S Davidson St,West,300,54d114f8-f035-4008-aa23-901f3d6d5cf3
1447209.71148101,545779.131481007,3884,,Operational,35.2354657386096,-80.8513639574619,W 5th St,South,900,4ce8e02a-3772-431b-9018-2531b4513bff
1454593.42210601,537875.055856004,3885,,Operational,35.2141274411813,-80.826153689271,Travis Av,East,200,c2937017-1139-4ff0-8c7f-8b3c56e99639
1447822.900856,544719.333981007,3886,,Pay Station,35.2325856769358,-80.8492446728379,W Trade St,North,600,ac611db4-cc68-41a5-aaab-b94b9d7a1c82
1450405.22210601,543938.832731009,3887,2139,Operational,,,N Church St,East,400,d6a22795-b259-43f0-9d05-8e135405ff22
1451565.22648101,544490.418981001,3888,208,Operational,,,W 10th St,North,100,779fbcdf-6b27-4c4b-8fcd-0e087bc87b5e
1450641.66460601,540932.351481006,3889,359,Pay Station,35.2223259909622,-80.8395717872105,E 4th St,South,500,01cbaf6c-a422-4f47-80b9-772fb1512e24
1452008.51648101,542998.775856003,3890,,Operational,,,N Brevard St,West,500,840c67c9-1606-4a39-b50f-cb299484b998
1448184.433356,545660.684606001,3891,2482,Operational,,,N Cedar St,East,200,6f6d7a85-f14e-41b5-a5e9-513150c6ccbc
1450113.10210601,540338.357106,3892,389,Pay Station,35.2206672461262,-80.8413044273706,S Davidson St,West,300,3ee1c8ef-f09e-42e1-b45b-38df549641cd
1454745.605856,538073.597731009,3893,,Operational,35.2146805680892,-80.8256564802184,Travis Av,West,200,b257dfd2-7400-47dc-b19c-7d7f743f0912
1449736.89898101,542842.123981014,3894,2064,Operational,,,N Tryon St,West,,1f015738-487f-4f5e-8eab-cb9339800556
1448423.14210601,540945.860856012,3895,192,Operational,,,E Stonewall,North,200,f694c7d1-bb2b-41ea-8398-ded4a801a871
1445624.92523101,538003.65960601,3896,,Operational,35.2140237219546,-80.8561835032779,E Park Av,South,100,aa3b10a3-0cd7-4065-830a-3f09e7d9277e
1452043.90773101,542676.503981009,3897,,Operational,,,N Brevard St,North,400,038b5e28-0da6-4514-8f21-bf7390636cb0
1446621.27273101,545945.020231009,3898,2592,Operational,,,N Sycamore St,West,100,b8fc1259-38e4-487b-b465-ff5f354509a0
1447996.98585601,545402.603356004,3899,2493,Operational,,,N Cedar St,East,200,8ca1f019-6b3f-4f11-ac19-c0cd36b95fd5
1448466.091481,544411.582731009,3900,,Operational,35.2317731258367,-80.8470719459093,Wilkes Pl,East,100,5d0d482a-eb97-40a6-99b6-0a1d80bf7aa8
1451623.479606,544340.702731013,3901,019,Operational,,,N Tryon St,East,700,5b6e8fb9-dec3-4211-a13b-700f1c0f7644
1449020.19523101,540569.61210601,3902,276,Operational,35.2212467970995,-80.8449775905556,S Brevard St,West,400,aa45bd17-ba60-4755-960c-f71bdedd6e3e
1448210.78210601,541608.205231011,3903,2089,Pay Station,,,S Tryon St,West,400,24529570-398b-4e10-992f-bd592a488e6c
1451676.05398101,541225.774606004,3904,450,Operational,35.2231846986531,-80.8361270110538,E 5th St,North,600,3fc9bb62-74cb-47b8-abe9-b74bc02a0987
1445619.99835601,537630.009606004,3905,,Operational,35.2129969796126,-80.8561766057112,South Bv,East,1600,8de383ef-4d28-41cf-a40e-f598cbe3f27d
1450213.39648101,540759.428356007,3906,289,Operational,35.2218291234043,-80.84099481237,E 3rd St,South,500,f344db50-4851-47dd-a12b-ece083572f86
1452001.07773101,541471.872731,3907,406,Operational,35.2238772921,-80.8350541108428,E 6th St,North,600,625709f9-08d5-41df-903c-e7bac1f784f0
1448386.06585601,540991.570856005,3908,,Operational,,,,,,f7034128-7214-4b40-8bb9-47efb7a32cd9
1454568.355231,537900.816481009,3909,,Operational,35.2141969440383,-80.8262391869063,Travis Av,West,200,e05a8c06-05a1-4408-9dd8-fdd47574cb44
1448522.11710601,544645.431481004,3910,,Operational,35.2324184170616,-80.8468989296289,W 5th St,North,520,7b2ff7fc-1ebf-4345-8fef-339803ff28b3
1450510.79898101,543475.903356001,3911,2046,Pay Station,,,N Tryon St,,300,e2acd77d-a3f7-40d8-930a-1541f06d52d6
1449039.94148101,541666.405856013,3912,165,Pay Station,35.2242609132013,-80.8449797347835,S College St,West,300,3c552ee4-0739-4cf4-b87f-10d1c267efe6
1450459.75398101,541658.447731003,3913,242,Operational,35.2243114581892,-80.8402258573772,S Brevard St,East,100,620dfb5a-24bc-48d2-b45c-3fd1b33eea5d
1448308.25210601,543062.937106013,3914,2340,Operational,,,S Mint St,East,200,0f8e0541-d763-489a-9746-5abae829ac42
1449223.542731,540730.972731009,3915,263,Operational,35.2217004683227,-80.8443068674588,S Brevard St,West,400,7ad92715-1e0f-4d95-9520-17cf6d2ea3e5
1447284.837106,545785.223356009,3916,,Operational,35.2354863233324,-80.8511127910597,W 5th St,North,900,b302d6fb-6a9f-4b45-b434-3df0970d46b1
1448792.387106,542014.347731009,3917,069,Pay Station,,,S Tryon St,East,300,fd50f7de-1d1a-40fc-b301-2eea3b70bd64
1449725.17335601,541364.349606007,3918,183,Operational,35.2234660738037,-80.8426662083546,E 3rd St,North,200,d3197891-95d3-4a58-9f56-ee3e816e9397
1449083.17523101,540619.83148101,3919,272,Operational,35.2213879754271,-80.8447698727383,S Brevard St,West,400,9ad92850-a424-4758-b74a-3e6ff8f7260f
1448036.43773101,542544.51898101,3920,2236,Operational,,,W Martin Luther King Jr Bv,South,200,5e9523c5-6aaf-491b-b320-a5d3db2c0cce
1451662.94023101,541238.872731,3921,449,Operational,35.2232200153987,-80.8361717251523,E 5th St,North,600,5b8f42e1-ec19-4487-8fb2-a983c2b35b31
1448468.57773101,544047.17523101,3922,,Bagged,35.2307721557205,-80.8470409172267,W Trade St,North,500,2418a8d8-ef99-4700-baf4-f412f1b4333f
1451758.56148101,544518.352731004,3923,2013,Operational,,,N Tryon St,West,700,790e0984-0f26-4b50-9207-832e02ad7050
1448171.08398101,542396.857106,3924,2232,Operational,,,W Martin Luther King Jr Bv,South,200,b0bb932f-75af-4b71-ad76-541789a16ea3
1450469.95273101,543990.390231013,3925,2135,Operational,,,N Church St,East,400,8e540774-9ca1-4e11-bd9c-8df920390d63
1447453.36273101,545555.78460601,3926,,Operational,35.2348646447545,-80.8505341855083,W 5th St,South,800,78566e6d-dd3b-4087-8bad-eb2dbe7a8032
1449532.528981,543274.119606003,3927,,Operational,35.22870275938,-80.843430567228,N Church St,West,100,4f06938a-b264-4a30-a0fb-7458984c6d19
1449609.07898101,539873.118981004,3928,403,Operational,35.219363446802,-80.8429628501819,S Davidson St,East,400,ee2067be-2660-4c0a-9c5d-7f606b79a1d4
1451001.62648101,542509.166481003,3929,,Operational,35.2266761366181,-80.8384644759877,E 6th St,South,200,dc06aeba-60d8-47a9-a3e5-7bdd0b3e1146
1448797.307731,543449.692731008,3930,,Operational,35.2291475560435,-80.8459030743773,S Mint St,East,100,49cf9edd-69ee-4890-8b2e-4b2ce49c5983
1449761.17460601,540301.929606006,3931,364,Operational,,,E Martin Luther King Jr Bv,South,500,79cd02ee-39e8-4784-ade6-fbd2930fcdb7
1449150.12648101,543285.758981004,3932,,Operational,35.2287152177364,-80.8447116037056,W Trade St,North,200,9b987e9e-a53a-4e77-89bc-7c2b7e732f72
1449178.262731,540693.925856009,3933,266,Operational,35.221596381837,-80.8444561505971,S Brevard St,West,400,666c8031-691e-4381-a32e-f3b97c5ad4ea
1449051.933356,544564.413356006,3934,,Operational,35.2322229141999,-80.845119941741,W 6th St,South,500,c959ff03-0065-4dd0-8d0a-eaff14b33e65
1449377.51648101,542547.288981006,3935,2069,Pay Station,,,S Tryon St,West,100,53822fe0-9f1e-4868-946d-e831667c590b
1449863.432731,543755.208981007,3936,,Operational,35.2300412835342,-80.8423525730038,W 6th St,South,200,8802aa54-bbca-4633-8dda-074a8053dbc6
1448470.86648101,542674.696481004,3937,2253,Operational,,,W 3rd St,South,200,242ab7bf-b834-40c3-9dfe-26cf5703a36d
1449550.324606,543289.130856007,3938,,Bagged,35.2287449061375,-80.843371919502,N Church St,West,100,9d2abcd8-925c-4909-ba56-01ccb91e2a4f
1448436.52023101,540932.850231007,3939,193,Operational,,,E Stonewall,North,200,124ea117-7e13-4776-ad45-41e4afe3c267
1451594.278981,544314.366481006,3940,021,Operational,35.2316655181623,-80.8365921062198,N Tryon St,East,700,ab2cbfbb-1723-4689-ba6b-01573efdc38f
1452074.933981,542585.747106001,3941,,Operational,,,N Brevard St,South,400,0902a35f-615a-471f-9bf1-4c03531cf10e
1451193.55085601,539686.817106009,3942,504,Pay Station,35.2189323423561,-80.8376469740956,E 3rd St,South,600,e65298db-a344-44de-8133-7137d7fe87ef
1451579.97710601,544475.216481,3943,2104,Operational,35.2321160448086,-80.8366614263763,W 10th St,North,100,426bcc0e-6c2e-4f40-af90-118b6002ef66
1447875.73898101,541343.497106001,3944,,Bagged,35.223314308942,-80.8488572198602,S Tryon St,West,600,cd71111b-60a1-4d0a-a58f-3c5a2f4ea654
1447278.745856,545716.188356012,3945,,Operational,35.2352963591546,-80.8511288757903,W 5th St,South,900,90b6f0dc-48e5-4fa6-8ca8-de3b979cf6ac
1450710.64273101,542981.254606009,3946,,Operational,35.2279582456343,-80.8394679789027,N College St,East,300,6b745351-698a-4d62-b5a0-df5e4f69d089
1448992.32960601,544071.466481,3947,,Operational,35.230865650327,-80.8452888243275,W 5th St,South,400,30630125-a884-4e7a-b0ae-11948fb563a7
1447972.01523101,544476.116481006,3948,,Operational,35.2319251430785,-80.848730235759,W Trade St,South,600,ab5ea063-f3a3-4906-839d-3bd4707e78c2
1448106.01585601,541463.757106006,3949,085,Pay Station,,,S Tryon St,East,500,2c5102c8-1301-4a5c-b804-d8536e077052
1452107.588356,541359.805231005,3950,412,Operational,35.2235748291769,-80.8346905907908,E 6th St,North,600,68b02fe7-7a29-46e8-83b7-57b0910fa767
1448407.26710601,542894.45648101,3951,2281,Operational,35.2278389091438,-80.8466379297464,S Poplar St,West,200,5268c4a0-b118-480c-938d-bbda9a25d91c
1448979.69148101,544635.497731,3952,,Operational,35.232414507169,-80.8453662482618,W 6th St,South,500,23a12e1a-14d5-463b-a6c3-2ecef60f8ae7
1451697.665856,544101.252106011,3953,107,Operational,35.2310853057915,-80.8362327457985,Phifer Av,North,100,9a89555a-5a11-4b28-9a78-d7e1db522c52
1452008.06460601,542707.263356,3954,,Operational,,,N Brevard St,North,400,4a1c625a-78e4-4845-8e91-5f9011620e64
1451701.31460601,542704.375856012,3955,,Operational,,,N Brevard St,East,400,d3f78319-f891-4ae0-b613-3af1d55c0b68
1449730.01523101,541141.892731011,3956,,Operational,,,Brevard St,Right,300,40eeb518-5be8-4449-9b46-e7589750409a
1451229.52085601,543417.807731003,3957,,Operational,35.2291839475221,-80.8377578109312,N College St,East,400,73a6ee03-661f-45ac-8363-b9992535128c
1450425.012731,543343.400856003,3958,040,Pay Station,35.2289385869077,-80.8404467633123,N Tryon St,East,300,59544ced-030c-4101-a686-5c048151aa48
1451916.72523101,542798.90960601,3959,306,Operational,,,N Brevard St,North,400,173d6f40-eede-4c09-acf5-a2d89f4bf0fe
1446980.36648101,545409.458981007,3960,,Operational,35.2344384248451,-80.8521087879179,W Trade St,South,900,7a9179ee-ba8d-4eeb-bd25-535957d5b34a
1447801.09335601,545244.449606001,3961,,Operational,35.2340271529087,-80.8493504476888,W 5th St,South,800,a9682041-b698-4ce5-b2c2-15b0446e3f4e
1449717.810231,541373.750856012,3962,182,Operational,35.2234915254737,-80.8426921131803,E 3rd St,North,200,354c881a-7f9d-4633-a7a4-88f772c612ce
1445507.198981,538161.773356006,3963,,Operational,35.2144520424057,-80.8565874876384,E Park Av,North,100,f528c756-8092-444e-99b4-b158aa8a00f8
1449523.40898101,541589.062731013,3964,174,Operational,35.2240731132585,-80.8433563284402,E 3rd St,North,200,f3b89333-da3b-4b25-b194-91011266b716
1451998.45648101,542666.403981,3965,,Operational,,,N Brevard St,South,400,0aa879be-0bfa-48f6-9216-8ef9a678e797
1451765.433981,542802.242731005,3966,,Operational,,,N Brevard St,West,400,68979a17-829b-4e40-89f1-b129e3d2327a
1448960.09585601,540519.803981006,3967,280,Operational,35.2211068953083,-80.8451756895982,S Brevard St,West,400,185e33c4-2100-486d-b97c-9ba38c650d9a
1454187.62960601,538033.873356014,3968,,Operational,35.214543228506,-80.8275218626278,Elizabeth Av,North,1500,dfec39d6-36be-4e48-96dc-b19378de2e31
1448712.013356,543148.736481011,3969,2265,Operational,,,S Poplar St,West,100,e098933d-9ea5-46b5-a88f-10b13ba6aca4
1449785.42398101,541300.959606007,3970,188,Operational,35.2232950016617,-80.8424612281462,E 3rd St,North,200,60291436-e218-47f7-8a90-561268361278
1451005.792731,543229.625856012,3971,,Operational,35.2286555928504,-80.8384952047957,N College St,East,400,5bdb66c6-866f-4e56-b1ac-e28c54816b08
1451699.45273101,541796.652106002,3972,,Operational,35.224754202618,-80.8360840289942,E 6th St,North,500,3c6e06db-6607-4ee1-93c2-1cd587550140
1452580.40960601,540863.567106009,3973,438,Operational,35.2222355616524,-80.8330769649666,E 6th St,North,800,dcf3accf-694e-4c25-88c8-9afb65c6a986
1451711.652106,544480.795856014,3974,2016,Operational,35.2321345520782,-80.8362032818732,N Tryon St,West,700,6887771c-bcdc-4841-9b94-0be3748370a8
1452135.37398101,541329.240856007,3975,414,Operational,35.2234922735753,-80.8345956768383,E 6th St,North,600,940b10f8-fb6a-4acf-a172-9036f21ccd01
1448223.56085601,541618.965856001,3976,2088,Operational,,,S Tryon St,West,500,2da20d8a-3445-46c3-8c4e-45344303c532
1448119.885856,541474.562731013,3977,084,Pay Station,,,S Tryon St,East,500,e7705b6e-b113-46ab-bb4e-5b880d233aed
1451684.307731,544060.169606,3978,094,Operational,35.2309717651718,-80.8362749264964,Phifer Av,South,100,311cc283-02d7-450c-ab66-34d0a8682f18
1450729.86648101,543598.36273101,3979,2640,Operational,,,N Tryon St,,400,a18ab899-8317-4bf2-bcb9-102a9c6c9f0f
1450039.74960601,539945.400231004,3980,514,Operational,35.2195839768526,-80.8415255864114,E Martin Luther King Jr Bv,South,600,acae3163-8558-47ff-a919-b2487637d588
1447941.30148101,541931.97148101,3981,2171,Operational,,,S Church,East,500,a2456072-f312-48ea-b1be-e84635e51956
1454535.230856,537679.286481008,3982,,Operational,35.2135866803519,-80.8263364257618,Elizabeth Av,North,1600,60fca726-0410-4639-83fd-b2f10fb106cd
1447838.917106,544704.026481003,3983,,Pay Station,35.232544444053,-80.849190091876,W Trade St,North,600,a4e34d1f-8691-41ed-bff3-b099673a9963
1451542.29710601,544456.510231003,3984,2110,Operational,35.2321778252653,-80.8369142170282,W 10th St,South,100,b14d0077-d493-470e-9e43-ecd479d169f0
1454036.934606,538186.490231007,3985,,Operational,35.2149548755675,-80.8280357235567,Elizabeth Av,North,1400,678a4170-efcc-4dab-b1af-74c539561f1c
1450024.263356,540206.078356013,3986,377,Pay Station,35.2202993222982,-80.8415936208629,S Davidson St,East,300,f41d8273-2187-47ae-94aa-ccd351091126
1447572.059606,545515.345856011,3987,,Operational,35.2347596305752,-80.8501342259819,W 5th St,North,800,0dfe985a-2b11-4378-9a41-261d4df240a9
1451785.417106,543992.263981014,3988,114,Operational,35.2307903531969,-80.8359321894038,Phifer Av,North,100,b65f95a5-7d2e-486a-912c-1af622b41c1d
1451098.745231,542407.441481009,3989,,Operational,35.2264016191744,-80.8381330158573,E 6th St,South,200,8e276a54-5fb9-42d3-a0d3-e1d96be1e0d5
1449973.09273101,540024.039606005,3990,509,Operational,35.2197966173052,-80.8417536185983,E Martin Luther King Jr Bv,South,600,28615db1-d019-46dd-9590-74b17d28b6dd
1445519.775231,538148.193981007,3991,,Operational,35.2144153834528,-80.8565445386417,E Park Av,North,100,ae634f59-301f-4797-b2d1-a70e84704b89
1450330.36585601,540706.84710601,3992,305,Pay Station,35.2216906316072,-80.8405999586523,E 3rd St,North,500,d664f587-f306-466c-89a5-4b6509095d07
1451634.63335601,541270.203356013,3993,447,Operational,35.2233046483185,-80.8362684329133,E 5th St,North,600,4d999549-fcb8-45b4-88e7-f07058787efa
1451141.15710601,542364.25335601,3994,,Operational,35.2262851304155,-80.8379883441029,E 6th St,South,200,6c899bf0-e5fa-4fee-8888-16b5fd8c7a95
1450957.59898101,542555.780231014,3995,,Bagged,35.2268019534551,-80.8386147706755,E 6th St,South,200,a9e193a3-8927-4f3d-8bb2-ceb272ef2e7e
1449052.856481,541677.281481013,3996,164,Pay Station,35.224291450152,-80.8449371735212,S College St,West,300,3d58b500-2483-4203-9be1-2bbed09c16c9
1450568.790231,539444.718356013,3997,540,Operational,35.2182354545338,-80.8397234488567,E Martin Luther King Jr Bv,North,600,1be52f8c-27d0-4141-8c37-54a8f785bc1a
1452025.418356,543013.077731013,3998,,Operational,,,N Brevard St,West,500,ff7a3b4e-1330-4573-8915-102128dac8b3
1451279.495856,541629.668356001,3999,342,Operational,35.2242741156061,-80.8374796607398,E 5th St,North,500,641fac2e-a95b-46aa-93d4-bbfaa8f87982
1448433.98460601,542757.660856009,4000,2667,Operational,35.2268641324588,-80.8466311510211,W 3rd St,North,200,1d86f761-57e6-4c6e-bcb0-4ac07344f1c5
1448811.590231,544792.484606013,4001,,Operational,35.2328371932157,-80.8459388645937,W 6th St,South,600,f341cb63-f293-4c21-863e-bcd01982e58a
1450513.81148101,540428.007106006,4002,464,Pay Station,35.2209339461163,-80.8399685169477,E 3rd St,South,600,12445a1b-73a2-436d-81ee-9c0c9b8e1953
1450556.56835601,541024.708981007,4003,353,Pay Station,35.222575382471,-80.8398624050498,E 4th St,South,500,c0e16806-dbcc-4b52-ac47-03dc410c5067
1450752.96710601,543018.697731003,4004,,Operational,35.2280632639744,-80.8393285979012,N College St,East,300,9aec64b1-0a7a-4f1e-966d-a7b1f6685201
1450881.89710601,540028.78398101,4005,481,Pay Station,35.2198559386313,-80.8387114968914,E 3rd St,South,600,1797256d-296b-48a5-ab3f-fade3ecd1381
1448853.962731,544752.195856005,4006,,Operational,35.2327286770378,-80.8457944826064,W 6th St,South,600,43c4f004-2571-4cd0-b845-ba4f3ed60e78
1449784.35085601,543480.153356001,4007,,Operational,35.2292816194618,-80.8426002538662,N Church St,West,200,8b40b75f-37a1-4540-9c91-9c3271476e31
1451363.37585601,543527.997106001,4008,,Operational,35.2294934670376,-80.8373164800252,N College St,East,500,1ce92895-55ce-4019-b326-19ce3adf437c
1448327.70960601,543075.335231006,4009,2339,Operational,,,S Mint St,East,200,bdc5a5bc-e422-4914-8f28-456c5b4ac2ad
1450068.26960601,539914.695231006,4010,516,Operational,35.219501077665,-80.8414282029824,E Martin Luther King Jr Bv,South,600,bd0e162a-ad68-47a3-a28a-1da3b8e83622
1446597.808981,545889.635856003,4011,2607,Operational,,,N Sycamore St,East,100,495ec1b9-ebdb-4f3b-9b81-ae99091b7945
1451481.463356,540785.484606013,4012,457,Operational,35.2219652430761,-80.8367511955279,E Trade St,North,700,f7ae6e37-e44d-4c3f-b165-fb17ddf3538e
1452148.95773101,541315.039606005,4013,415,Operational,35.2234539496065,-80.834549321519,E 6th St,North,600,946ecd1e-1258-455b-a99f-25363549bfc7
1451913.98523101,542738.114606008,4014,,Operational,,,N Brevard St,South,400,10931d5c-ccfb-4b9c-83a3-cf2811132e89
1448849.46148101,543216.363356009,4015,2269,Operational,,,S Poplar St,East,100,5349b022-7e8d-4b22-8356-4a4e4c1653e3
1450075.825856,542874.759606004,4016,125,Operational,35.2276195461531,-80.8415756908121,E 5th St,South,100,6a0d7df8-5652-4b1a-924a-d06831599d75
1449987.76773101,540006.038981006,4017,510,Operational,35.2197479140412,-80.8417033728276,E Martin Luther King Jr Bv,South,600,c1c45735-8a4c-4eba-aaf6-87ed7cf82ef0
1446554.370856,545837.016481012,4018,2609,Operational,,,N Sycamore St,East,100,fedefab7-6d9a-4ffc-9313-1d841dce2176
1447994.823356,542589.957106009,4019,2239,Operational,,,W Martin Luther King Jr Bv,South,200,33598513-ce86-470d-a700-97ad3d95ca06
1447307.17210601,545764.918981001,4020,,Operational,35.2354316876773,-80.8510367378181,W 5th St,North,900,1f03e289-d4b9-45b7-8624-c415eded6797
1448479.49835601,542664.965231001,4021,2252,Operational,,,W 3rd St,South,200,93ea76fa-be00-4d59-b886-60e42b62e25e
1454374.69085601,537841.912731007,4022,,Operational,35.2140253325702,-80.8268838473149,Elizabeth Av,North,1500,6e45c914-bb89-46bf-8907-f780a439ca9d
1450844.39273101,543757.499606013,4023,2034,Operational,,,N Tryon St,West,400,1258ccf5-6909-4bf8-80fd-3cea18a32aa8
1448903.977731,543304.673356012,4024,2258,Operational,,,S Poplar St,West,100,c2280163-18c8-4a72-993a-ebc2a79ee35e
1454637.993356,537968.580231011,4025,,Operational,35.2143866249146,-80.826010246964,Travis Av,West,200,4bdd0b42-350f-49d5-b2d4-e89475b25f26
1451018.39585601,544388.210856006,4026,2664,Operational,,,W 9th St,North,100,e1456cc2-0b40-41cc-975a-f7ec93c4df9a
1448926.34210601,540494.282731012,4027,2645,Operational,35.2210350595801,-80.8452871007629,S Brevard St,West,400,2424c89e-29ed-4051-8ea7-44cb7ee68fea
1450584.65460601,544085.287731007,4028,2127,Operational,,,N Church St,East,400,b202a224-071c-4bac-8256-07b49713e202
