X,Y,OBJECTID,SPACE_,STATUS,DMS_LAT,DMS_Long,WHOLESTNAME,SideOfStreet,Block,GlobalID
1450278.137106,540765.279606014,3682,301,Pay Station,35.2218484965171,-80.840778437314,E 3rd St,North,500,25ae576e-1b37-4118-81e2-81cd4f0dbee9
1450528.04710601,543489.791481003,3683,2045,Pay Station,,,N Tryon St,,300,c4b79418-07cf-43c3-a8d5-27afff68d665
1449715.447106,543261.392731011,3684,,Operational,35.2286771272568,-80.8428173523186,W 5th St,South,100,94c2b903-9b38-4fd1-9b32-75bbc3b0bf1a
1451363.996481,541540.153981,3685,348,Operational,35.2240324987858,-80.8371912143986,E 5th St,North,500,fee54c32-679f-4090-a13e-e8f110e36824
1447782.417731,541803.78460601,3686,,Operational,,,,,,5636136e-f4a3-4796-a7ba-69b2c8a8a6ce
1451956.53710601,542957.517731011,3687,,Operational,,,N Brevard St,West,500,ef142515-8f01-44ae-9237-8586c679a87f
1450811.275231,543729.113356009,3688,2036,Operational,,,N Tryon St,West,400,a23b3cd1-122e-456b-a057-e079aa29be42
1451421.77085601,544593.900231004,3689,2115,Operational,35.2324487698455,-80.8372132336548,W 10th St,South,100,44aad20e-216c-445a-91db-f573c227ed21
1452048.370231,542984.073981002,3690,,Operational,,,N Brevard St,East,500,ca3dd312-f5b5-4302-a0a4-037d4a977329
1451294.94210601,541614.572106004,3691,343,Operational,35.2242334287205,-80.8374270126953,E 5th St,North,500,4e16af85-7ab1-4e6c-b0d6-49efdcfb7f49
1450403.15960601,543388.590856001,3692,2053,Pay Station,,,N Tryon St,,300,58383348-97f2-49c5-8daa-6210d32e2a6d
1450365.69335601,541231.79960601,3693,282,Operational,35.2231345800987,-80.8405142769246,E 4th St,South,400,c749c79b-521f-4d78-a047-0ba28ec32da9
1454623.587731,537955.422106013,3694,,Operational,35.2143497487339,-80.8260576594436,Travis Av,West,200,a2075911-2c36-4066-9b63-da085b59c76d
1451982.245856,541491.630856007,3695,405,Operational,35.2239306151696,-80.8351183807059,E 6th St,North,600,fd165549-2ae0-44ab-8530-d85a4edf1f3d
1449241.24273101,540744.145231009,3696,262,Operational,35.2217375592616,-80.8442484309847,S Brevard St,West,400,1cf66585-eca8-43a9-a377-eee0a3697fad
1451009.20773101,543828.070856005,3697,026,Operational,,,N Tryon St,East,500,c76844bb-8295-45c7-b07e-95aeb8687c35
1451581.90460601,544189.342731014,3698,088,Operational,35.2313214242958,-80.8366257925132,Phifer Av,South,100,c31b8522-9c8d-497e-bb1d-4e92b63880c1
1451773.06398101,544007.047731012,3699,113,Operational,35.2308303393675,-80.8359744652846,Phifer Av,North,100,f2a340f1-c0cc-4fae-acba-de55e1892ce5
1454311.698981,537838.686481014,3700,,Operational,35.214013284143,-80.8270945127343,Elizabeth Av,South,1500,84355626-fc9e-44af-9858-afa06f49b283
1451335.028356,543503.468356013,3701,,Operational,35.2294246401678,-80.8374098703903,N College St,East,500,8b8f6c56-350d-4db9-b4c0-34244fc382f9
1451958.10148101,542751.25335601,3702,,Operational,,,N Brevard St,North,400,9045f7d8-cd12-4b84-a179-d95569b97b5c
1449345.50585601,542521.685856014,3703,2071,Pay Station,,,S Tryon St,West,100,1d0eed27-768b-47ba-92be-c260384ccf57
1449779.67835601,540010.109606013,3704,392,Operational,35.219748487893,-80.8424002483133,S Davidson St,East,400,0046ae5b-9fd9-495f-b6d4-f242cbfa24a9
1448145.182106,542425.652106002,3705,2234,Operational,,,W Martin Luther King Jr Bv,South,200,91022226-f22f-4db2-92f6-fefafb0afc68
1451679.649606,542732.381481007,3706,,Operational,,,N Brevard St,West,400,5a92afe6-b1b6-490c-bc3e-bffe3a5fe9ac
1448523.25023101,542992.740231007,3707,2276,Operational,,,S Poplar St,West,200,817363af-31d6-44e3-8912-c451f3dbcf99
1451364.231481,544664.209606007,3708,2119,Operational,35.2326149097353,-80.837384034384,W 10th St,South,100,fc5c21f2-8182-48ac-95ca-3813d5d5ab62
1450986.353356,542525.413356006,3709,,Bagged,35.2267199928406,-80.838516617861,E 6th St,South,200,6498af71-5ba1-4095-8a65-a38b81998387
1450079.32023101,539902.445856005,3710,517,Operational,35.2194679893818,-80.8413904480759,E Martin Luther King Jr Bv,South,600,bcaa7bdf-d314-4988-bbd7-a98593cc2d46
1450725.10960601,543654.573356003,3711,2040,Operational,,,N Tryon St,West,400,541c382c-eb32-4c25-b36c-b2327ee756fb
1449236.54648101,543121.894606009,3712,,Operational,35.2282694624206,-80.844412068434,W Trade St,South,200,fe153c3b-de59-4daf-a0ba-e2c648de7319
1448953.99023101,544659.115231007,3713,,Operational,35.2324780762681,-80.8454537721061,W 6th St,South,500,0c38e0f5-b4d2-4ad3-a929-646684a12891
1450375.603981,542699.232731014,3714,,Operational,35.2271664137038,-80.8405721954909,N College St,East,200,d6de15cf-b7f9-4b4b-9278-56f029c8b27d
1451157.44335601,544563.914606005,3715,2626,Operational,,,N Church St,East,600,3255531e-77a5-48c1-b4d8-1067edf64ee4
1452285.105856,541167.468981013,3716,425,Operational,35.2230554554059,-80.8340843869677,E 6th St,North,700,b77c93a5-1a16-4a5a-9d7d-439dd4a9db46
1448446.05460601,542925.012731001,3717,2279,Operational,35.2279774201451,-80.8464348703067,S Poplar St,West,200,9c45c5ed-a605-4a65-b324-da146a197b06
1449847.33085601,543531.401481003,3718,,Operational,35.2294256197053,-80.8423925753712,N Church St,West,200,71a875e7-7b4f-4920-803d-8cceeea0b421
1448063.024606,542856.508981004,3719,2346,Pay Station,,,S Mint St,East,300,6b7a25aa-6701-4e09-a6f6-fbc7dbc7f2a6
1451374.057106,544650.328981012,3720,2118,Operational,35.2325772766005,-80.8373502755325,W 10th St,South,100,5e21af4c-542a-473e-944c-0b652c003b92
1449224.64085601,543135.31523101,3721,,Operational,35.2283057237194,-80.8444527641064,W Trade St,South,200,6b770cbe-a0e7-4839-9935-f54acde5c2f3
1450937.49898101,539965.397731006,3722,485,Pay Station,35.2196846333181,-80.8385214271888,E 3rd St,South,600,4a642a2f-f31f-4415-9524-2cf91879a3c0
1445554.58585601,537668.672731012,3723,,Operational,35.2130998340617,-80.8563979894938,South Bv,West,1600,6b09a69e-5c22-40f5-a101-5892319d9cb1
1449757.310231,543217.067106009,3724,,Operational,35.2285574912211,-80.8426744363764,W 5th St,South,100,9ff7ca0d-5d4c-4f82-9e23-b2e7b10340a4
1452060.16398101,543039.715231001,3725,,Operational,,,N Brevard St,West,500,caad7a3f-6eb0-4f38-b58e-eb74c2e5f670
1454295.86335601,537854.935856014,3726,,Operational,35.2140571237745,-80.8271485234958,Elizabeth Av,South,1500,32c0102b-765c-44eb-96d8-94a4192ffda4
1450529.89273101,540412.462731004,3727,465,Pay Station,35.2208920615402,-80.8399137161845,E 3rd St,South,600,220103bd-e2a3-40eb-8256-d6de26963a8c
1447917.08398101,544531.928981006,3728,,Operational,35.2320756598052,-80.8489176377409,W Trade St,South,600,f294975f-13f2-4543-adde-86f406fa71ae
1445999.482106,538138.378981009,3729,,Operational,35.2144130582632,-80.8549381148131,South Bv,West,1500,18d7d29b-3bf9-46da-bc25-4d2a529bcfd2
1445758.056481,537773.807106003,3730,,Operational,35.2133991110396,-80.8557234660894,South Bv,East,1600,3ddf819d-2125-49d1-8988-21bffcc34738
1448028.246481,545446.680231005,3731,2491,Operational,,,N Cedar St,East,200,1e6c20be-bf41-4380-aacb-ac276bc1c0fd
1448414.67273101,542786.368981004,3732,,Operational,35.2273057224595,-80.8471428424594,W 3rd St,North,200,6f39706f-889a-477e-92ae-1c2149e3f4de
1448585.09398101,543044.227106005,3733,2274,Operational,,,S Poplar St,West,200,f2c48937-1d39-4bdc-885b-4afbd785d171
1445918.58398101,538056.644606009,3734,,Operational,35.2141843644589,-80.8552038059269,South Bv,West,1500,49999465-c46f-4521-a3d9-e4741843ac44
1449697.572731,541392.147106007,3735,181,Operational,35.2235410314593,-80.8427610089344,E 3rd St,North,200,a9e06e58-0a9e-424e-895e-716d32220e3c
1449936.68835601,540068.776481003,3736,506,Operational,35.2199176626563,-80.8418782690233,E Martin Luther King Jr Bv,South,600,abf2ddca-cac9-42e3-aefc-b887c28179ef
1448259.058356,544925.019606009,3737,,Operational,35.2331730489931,-80.8477971365741,W 5th St,North,520,b04578d1-8b84-46c9-93f8-1bebe17e16a6
1447627.25148101,541667.501481012,3738,,Bagged,35.2241916934273,-80.8497093328106,S Church St,East,600,22e37ee1-0b80-4a61-9504-a6f3733a14d7
1446619.04585601,545911.568356007,3739,2606,Operational,,,N Sycamore St,East,100,cf8e8402-32bc-48a1-886c-cd90a6fc7d74
1449559.67960601,541545.608981013,3740,176,Operational,35.2239555876828,-80.8432321970111,E 3rd St,North,200,f3d39d81-7a72-4934-89f1-0df7c1de9f37
1448015.682731,542610.841481,3741,2224,Pay Station,,,W Martin Luther King Jr Bv,North,200,00240f66-f515-4ddf-968b-519b03dc3ec7
1451449.48523101,544565.212731004,3742,2113,Operational,35.2323640085173,-80.837116205508,W 10th St,South,100,2dd5e4b5-c507-41b5-859b-8bf3026e618b
1448410.838356,542847.168981001,3743,,Operational,35.2274725557798,-80.8471594681562,S Poplar St,East,200,7eb87e43-f35f-41c6-bb25-ba0e1d17eb60
1448493.40648101,544676.722731009,3744,,Operational,35.2325029124722,-80.8469970088516,W 5th St,North,520,b7a656de-f0ab-43af-9e0b-de7e338e80fa
1450007.90523101,540192.87773101,3745,378,Pay Station,35.2202622237659,-80.8416475635318,S Davidson St,East,300,9e17860e-1e50-4e26-a5b5-5ef4eaa06a97
1448822.95960601,542040.204606012,3746,067,Pay Station,,,S Tryon St,East,300,e18d4bf2-ead1-4af0-b8ef-843f252d00a7
1448298.524606,544125.578356013,3747,,Operational,35.2309788495395,-80.8476151683161,W Trade St,South,500,f97943b1-bacc-4bfd-81ef-59d5b4e719c9
1447932.728356,541926.281481013,3748,,Operational,,,,,,62161a2c-04bb-4e5b-bf82-9dce3d03e3aa
1449239.010231,541890.76835601,3749,2675,Operational,,,E 3rd St,North,100,5f98f47a-5e75-4a4b-a828-555537d56c70
1450848.53585601,543094.683356002,3750,,Operational,35.2282768761853,-80.8390133421908,N College St,East,300,d97655ad-71c1-4c84-8a41-63352287bb05
1447979.11773101,542606.998356014,3751,2240,Operational,,,W Martin Luther King Jr Bv,South,200,4aa3f56b-5ed4-45e0-a385-61e0a0ea7fe5
1451178.87585601,544031.692731008,3752,2026,Operational,,,N Tryon St,West,500,f1a0ed96-6528-4ffd-976c-a1b0b243300e
1451716.12398101,541778.745856002,3753,,Operational,35.2247058577455,-80.8360271061223,E 6th St,North,500,ec7667f8-7b86-4a48-92f8-4b060314fb6f
1450169.87898101,540323.600231007,3754,372,Pay Station,35.2206295993669,-80.841113436416,S Davidson St,East,300,d950b7a2-586c-4396-a83d-0078d05dd5e2
1448131.84710601,545589.891481012,3755,2485,Operational,,,N Cedar St,East,200,0bcd5555-5590-40f6-b740-c22b75134bea
1450543.915856,543445.814606011,3756,036,Pay Station,35.2292259936276,-80.8400550217216,N Tryon St,East,300,ea851f5b-b2e0-4613-8c6c-43b413f5f10c
1448752.68710601,543129.729606003,3757,,Operational,35.2282662757885,-80.8460325447404,S Poplar St,East,100,516a39e7-85a1-4ed9-88f7-6da13c46bc30
1448564.464606,542622.839606002,3758,,Operational,35.2268641324588,-80.8466311510211,W 3rd St,North,200,0d16d88a-4724-45e7-b20a-b190c968b914
1450608.17148101,539402.138981014,3759,543,Operational,35.2181204855839,-80.83958897255,E Martin Luther King Jr Bv,North,600,c172e6cf-5987-4c0e-b649-c2cea730aa4b
1449677.22335601,543391.548981011,3760,,Operational,35.2290327421974,-80.8429534193672,N Church St,West,200,bae0f406-1c93-4f04-953a-e57c8cc302ca
1447538.885856,545548.05023101,3761,,Operational,35.2348477768989,-80.8502473435687,W 5th St,North,800,40e07c27-b930-4b79-9f9c-4788b322c3a8
1449438.67585601,542596.600231007,3762,2065,Pay Station,,,S Tryon St,West,100,0bd4cf32-17f2-4e6e-b550-140e3dc34e09
1449315.74835601,540804.655231014,3763,257,Operational,35.2219075949388,-80.8440027652432,S Brevard St,West,400,14739d50-0df6-40d1-bf6a-95ff755a427b
1450856.71960601,540057.253981009,3764,479,Pay Station,35.2199328701169,-80.838797549622,E 3rd St,South,600,2be255c5-105b-494b-b38e-a4f69fa1cbd2
1450816.353981,544276.725231007,3765,2123,Operational,,,N Church St,East,500,11b65b8a-8b5b-4c7a-89a3-4b0900c1f1bf
1451506.05148101,544306.953356013,3766,2018,Operational,35.2316406677491,,N Tryon St,West,600,f6c0240d-bf5d-49ad-bec9-69288a7ab339
1450714.197106,540211.823356003,3767,474,Pay Station,35.2203502488732,-80.839284263282,E 3rd St,South,600,ed7b574d-255e-4753-9367-2915d9ce16c8
1447609.88023101,541654.285856009,3768,,Bagged,35.2241544982228,-80.8497666652509,S Church St,East,600,9a01cf2d-13f9-4771-8e16-826db3bc13c0
1445567.042731,538105.778356001,3769,,Operational,35.2143012881829,-80.8563836561258,E Park Av,North,100,10b3a6aa-7b54-4be4-a159-686a2e60085f
1450525.26585601,544037.428356007,3770,2131,Operational,,,N Church St,East,400,94e24fe3-1d3d-4c3c-bf90-f3858e91823b
1448693.79898101,543805.666481003,3771,,Operational,35.230120195854,-80.846271800034,W Trade St,North,400,d065eee9-ffdd-406a-9b59-d6d22e468bbd
1449781.935231,543185.054606006,3772,,Operational,35.2284708024829,-80.8425900005069,W 5th St,South,100,67effa60-ee31-412a-9a18-ecc941dd1f98
1450037.52148101,540217.360231012,3773,376,Pay Station,35.2203309916148,-80.8415499369426,S Davidson St,East,300,93f9921d-efde-4e53-aad6-dfda37517eb6
1448692.134606,543792.771481007,3774,,Operational,35.230084685758,-80.846276569514,W Trade St,North,400,2d0b9d4d-0299-4ac2-a4e3-4c14cf8ed178
1445351.95460601,537454.039606005,3775,,Operational,35.2124997820964,-80.8570628405287,South Bv,West,1700,76599c0b-32ec-467b-a5a8-39e53f0b7855
1450486.478981,544004.343981013,3776,2134,Operational,,,N Church St,East,400,83361590-d066-4d77-b1cd-501eda0023fc
1447206.559606,545305.985231012,3777,,Operational,35.2341657554974,-80.8513449618811,W Trade St,North,900,cc0d4057-2c2e-4a39-aaa2-60863b837b4c
1450274.716481,540408.749606013,3778,367,Pay Station,35.2208688633469,-80.8407677535828,S Davidson St,East,300,20f13d45-3a9e-43f7-9d9e-4ae053da5ee2
1454614.08398101,537600.683981001,3779,,Operational,35.2133747283494,-80.826067627052,Elizabeth Av,North,1600,0b227ab9-1da2-4725-bcbd-fc5d6b5aa6aa
1448386.57023101,542880.437106013,3780,2282,Operational,,,S Poplar St,West,200,f1fcb244-bf4e-47aa-944b-409fa364551c
1450898.93835601,540009.997106001,3781,482,Pay Station,35.2198051945331,-80.8386532826193,E 3rd St,South,600,28ca6838-5280-4b70-bc76-3bb624676369
1451189.36085601,544590.599606007,3782,2624,Operational,,,N Church St,East,600,4a705e73-74de-4187-a516-ceb992936376
1447929.509606,545306.568356007,3783,2498,Operational,,,N Cedar St,East,200,7f11c6d5-86b0-4e8d-b300-ada929129da8
1446997.25335601,545394.558981001,3784,,Operational,35.2343983573732,-80.8520513146057,W Trade St,South,900,ca8433f9-cf35-423b-921c-b67c44679da2
1450814.72210601,544275.953356013,3785,2124,Operational,35.2315203355604,-80.8391998355515,N Church St,East,500,86ca6b6d-6f32-4fc1-9a22-7a7c46cd2fce
1450515.118356,543423.20648101,3786,037,Pay Station,35.2291624180559,-80.8401500353226,N Tryon St,East,300,1e2834de-cd37-4f1d-acd3-a0491345ad61
1450542.72460601,540396.869606003,3787,466,Pay Station,35.2208498775477,-80.8398697905647,E 3rd St,South,600,8d2aff10-d351-44df-a9d3-dda12ec38d64
1450700.276481,542822.735231012,3788,,Operational,35.227522233919,-80.8394928499506,E 6th St,South,200,37f88af0-319d-4e6d-bc00-b4c34b1d1e0c
1448977.60898101,544086.187106013,3789,,Operational,35.2309053388945,-80.8453390276921,W 5th St,South,400,a0239b06-5daf-4327-a9d8-8ef9fa3a7b87
1451645.543356,542705.082731009,3790,,Operational,,,N Brevard St,West,400,341a109d-4c51-475e-b48e-d62ffb45781e
1449747.08023101,543890.541481003,3791,,Operational,35.2304071346462,-80.8427505484991,W 6th St,South,200,1207e68b-e954-464b-9761-048a13070204
1448448.95835601,544394.277731001,3792,,Operational,35.2317247098048,-80.8471282328024,Wilkes Pl,East,100,cc43c85b-78ea-4ffa-890e-4dbfd58d3ea4
1451355.50523101,544180.115856007,3793,2021,Operational,,,N Tryon St,West,600,475cfa25-2a3d-4891-89b7-f24d60ef602c
1448846.99960601,543256.285856009,3794,2261,Operational,,,S Poplar St,West,100,58ebd9aa-88d9-4705-a7f6-0dfc96dedd2c
1449708.227731,541044.537731007,3795,249,Operational,35.22258662332,-80.842703732854,S Brevard St,East,300,5fff550e-ae5d-4e17-8dc8-5af7fc10f861
1451065.77273101,543876.25335601,3796,024,Operational,,,N Tryon St,East,500,9a110ab2-ade6-4929-a827-e41d42d5ecfb
1452538.011481,540908.435231,3797,435,Operational,35.2223566723565,-80.8332216803495,E 6th St,North,800,4c4aa2c5-c033-4da0-95b9-2f1401a19b81
1447810.81210601,541292.685231,3798,,Bagged,35.2231713962912,-80.849071416389,S Tryon St,West,600,72f1e542-1ddf-4416-93ee-f187be99d72c
1448313.230856,544109.537106007,3799,,Operational,35.2309355331722,-80.8475649296237,W Trade St,South,500,7106c912-1d1c-4594-931a-51766cf1abb6
1452273.06523101,541181.052731007,3800,424,Operational,35.2230921614925,-80.8341255374889,E 6th St,North,700,491bef4b-3ac1-4ebb-befc-3749c02def16
1448795.777731,543679.323981002,3801,,Operational,35.2297783192301,-80.8459224948921,W Trade St,North,400,9947168a-4a3d-40b5-94cb-28cd09675ee1
1447099.308981,545404.308356002,3802,,Operational,35.2344303715591,-80.8517102102627,W Trade St,North,900,120f469f-ef32-4a45-baf2-8ed689dc775c
1451046.057731,539842.019606009,3803,493,Pay Station,35.2193512122502,-80.8381503552683,E 3rd St,South,600,52d30e8d-a900-44d6-b2eb-82f0d7487069
1451549.809606,541359.852731004,3804,441,Operational,35.223546621814,-80.8365579640826,E 5th St,North,600,db05b6a7-bc48-48f0-9f52-fc14b56a6cbe
1450129.70398101,540352.498356014,3805,388,Pay Station,35.220706941009,-80.8412497266769,S Davidson St,West,300,24ecd161-bb87-4de0-8575-529bd9ca715b
1448949.93960601,543732.928981006,3806,,Operational,35.2299334575076,-80.8454096794317,N Pine St,West,100,c8896a1f-9b7b-4ae1-ae9f-56b6abb741d5
1450240.087106,540730.713356003,3807,291,Operational,35.221751597536,-80.840903674722,E 3rd St,South,500,0889bd82-9243-463a-9eee-4143a6092893
1452217.18648101,541240.328356013,3808,420,Operational,35.223252166849,-80.8343162785163,E 6th St,North,700,9dc44e12-4661-4ad2-8dad-887c0034f3fb
1454274.634606,537878.513981014,3809,,Operational,35.2141208242488,-80.8272210393416,Elizabeth Av,South,1500,a203be47-3ef4-4f18-aff6-1eec39f11469
1448412.01648101,544106.50335601,3810,,Bagged,35.2309322498518,-80.8472339900023,W Trade St,North,500,3959856c-7123-4cc0-8caf-0856b69e7839
1447692.20523101,542926.33148101,3811,2375,Operational,,,W Martin Luther King Jr Bv,South,400,56323a36-b4d7-4759-965d-313930f5da56
1450715.55523101,542804.910231009,3812,,Operational,35.2274740429887,-80.8394405902909,E 6th St,South,200,7d429c5d-e329-4b05-af8e-1f4d0fabfac8
1448414.56898101,541707.800856009,3813,077,Pay Station,,,S Tryon St,East,400,2a57d645-c535-4b30-91cc-87b355be196c
1448390.24835601,543116.387731001,3814,,Operational,35.228211098978,-80.8472451784499,S Mint St,East,200,f46c2070-94f6-4602-8e42-6580fbc624b7
1447355.902106,545726.340856001,3815,,Operational,35.2353282027118,-80.8508711641527,W 5th St,North,900,8452f2ac-a31c-40ff-ab18-dc1cf9903002
1450139.95210601,543169.727731004,3816,2055,Pay Station,,,N Tryon St,West,200,ce418fb9-ad0a-4e13-9457-294c02c7c92d
1450446.46085601,541648.045856014,3817,243,Operational,35.2242822051222,-80.8402697157451,S Brevard St,East,100,147f7afc-e1f0-4f17-8d3c-eca274cc4843
1450291.698356,540749.432106003,3818,302,Pay Station,35.2218056511851,-80.8407320531407,E 3rd St,North,500,51da783e-c10a-45e9-a6d8-f716e17e687e
1449220.37835601,542364.444606006,3819,055,Pay Station,,,S Tryon St,East,200,68d6a6a4-dff2-4364-bd44-2199030727b1
1445208.67460601,537298.180856004,3820,,Operational,35.2120642425358,-80.8575326926054,South Bv,West,1700,b7096c10-1b49-41b2-8840-9cc97f781d25
1449037.48335601,540581.137731001,3821,275,Operational,35.2212793430437,-80.8449204310983,S Brevard St,West,400,5e707a2b-86f8-44f8-874c-1ee9a85035b3
1449179.55023101,542328.992731005,3822,058,Pay Station,,,S Tryon St,East,200,86707465-93e2-448e-801e-313afd093a35
1446528.00460601,545840.698981002,3823,2598,Operational,,,N Sycamore St,West,100,62311258-055e-43e5-9e5f-f80c829788d3
1450868.82960601,540042.932106003,3824,480,Pay Station,35.2198941413545,-80.8387561205681,E 3rd St,South,600,125365dc-4224-40a7-a154-ec8fc77e0422
1445194.19460601,537280.836481005,3825,,Operational,35.2120158497217,-80.857580076178,South Bv,West,1700,dccc25a9-9dfc-46ca-9a1f-87b15f6acc16
1449182.340231,543249.343356013,3826,,Operational,35.2286168216164,-80.8446014838618,W Trade St,North,200,88f9931e-dd5b-4c2f-a0a3-0d6f2343925c
